# 2026-09-13 attribution-trailer correction; commit trees, authors, dates and parent order preserved.
# Existing source-revision and binary-checksum provenance remains unchanged. See HISTORY_REWRITE_20260913.md.
old	new
1ed86ee8bc2e9be05dfcfae3274f97b7028f7818	c5a6b2dcc43c9ecf7d71d83a9ee1e26644f93149
1f41725a42a6b742a918b053ec8f36f73ce0ae8e	1c9ddb9a5a2a3e62748e8e4ef28e553582affeed
1f6a261bf066ae8cd76414bf7daf84b2b5d126e0	1f6a261bf066ae8cd76414bf7daf84b2b5d126e0
1f6d1061c88bc8229bdb51f3f4e4ca337a223a54	1f6d1061c88bc8229bdb51f3f4e4ca337a223a54
1f7387ad4d3132385c61394c3c9d4ec19526fced	ccd272bf83ac6d3a8062a3f37753ee414ee46713
202408597d9ec631dd7688be740fb2b4ccb41395	202408597d9ec631dd7688be740fb2b4ccb41395
204a9fd3ad72dec7a9d0da1a47f933425f405f3f	204a9fd3ad72dec7a9d0da1a47f933425f405f3f
207581e84355adce437fe536d4a2e7a18f2ecf67	207581e84355adce437fe536d4a2e7a18f2ecf67
20efad80bd71ec9004b73c2f003fa8f3decdf20e	a86c8014348e97158a40233bc2602d396bcd4825
2150944764ae6874844baad99bc286dbd5c807c9	ab034eb2947ddaf883adf5c3f572ab73e1d0c384
21b0533b4925dcf8eacd99ffc205e65a82e04f78	21b0533b4925dcf8eacd99ffc205e65a82e04f78
21b6fbe655520d133e641eeb0cfdb2b2aa26da04	b73b733eeb8ed7c2b324cbbd25c803da278ab638
21c6fa000e66860c3c0aa21e9542c9c585c19c7f	d364c69a3786cecdf6b95717ebbcc34fb34154c2
2311b00eb39ffb447ffb89138c39ed575778e28b	9eed65a0654e387a217436c6324236a689b9dee5
235f95515f05304267ee3c8b44c7d1e2f5247eb8	235f95515f05304267ee3c8b44c7d1e2f5247eb8
242d91b886901e401283413ed918858ad961ddea	89387f0909e384ba9a37306eab9a4827a685d928
2481b57990dee78c27543ab430443a91b6bc5f3e	2481b57990dee78c27543ab430443a91b6bc5f3e
24e9f4af52bac33b86f9c3cfc2224f82d1871f57	b1c0686697005c8e6a178bbbaffa1a0019d4ffb3
24effc5a71426c295b53fade83e78a2d9229ce41	24effc5a71426c295b53fade83e78a2d9229ce41
25899f3a27b19dc04dd2488f913d1d9b1095e084	25899f3a27b19dc04dd2488f913d1d9b1095e084
26b9ca53ee7e7f15f06095fe2ace816b3832c4a5	1cfefa4baef0b74c1b99b35b486e78a3e1be2a12
26e6d05a48537761be330fd926b4bef9b68b3e8e	c384bb29bb9877e3982ab2f555c5401fa5d3451f
272dd83cea2de0952d88fd1c4ca55c384945418f	272dd83cea2de0952d88fd1c4ca55c384945418f
2829a255c4e76c859778be015e66a4ea496a19a1	2c19a8516a304cbb18626c612a0b4c00787378ee
28804a0f0df92ce5c6139b98d959a659b17095c0	28804a0f0df92ce5c6139b98d959a659b17095c0
28872ee345d33519a8ae09f6d77e80e229ceb19c	a9e4360091dcb126ec5197e8ceb96072ae4ddae4
28b2be14d076683e8c7d331d55bf962e8fd92b80	971c78d23d829f69e83da01de83ed39c436fe1ef
292fe1d48e33feb74b1a5030c82d69df8aa882bd	1d41beac5973b2c9faee13ac3c0495b73e6b8500
2987a462d8480d474f1000aa0dcccd9039932c79	347f3e42d63403853875644d43144eec8d3d7247
2a35d3eb04a04e86d0d0a617886075efe16a24b5	1b261218f7bd8218b5fa2cbffc6fcbf8a88922e8
2a38abcffe04254c9aacde5f0f07dd590d92d90f	29624b927603a295561ad00ffe4a975ebf8d7946
2a8f594cddab231f91a99bbbcb6431217f3542ce	245d58d286a060eeb5b4795c54e886ea2112f32f
2ac9f8a74270858dbe418ea4cca8f85efe69d200	023fae1a49f436b6419784e80a23efd6c251fda1
2b3d9aeac436df87bbb3dab6fa46f7653fad717b	a46c372f42f01ceb7fa46f6d6fe2bf8aa592ea9b
2b78f14d1af096695d4eed71c9563125f0a6cfe7	2b78f14d1af096695d4eed71c9563125f0a6cfe7
2ba288fa8e5fef352ad405f6e75d02885a184dc1	2ba288fa8e5fef352ad405f6e75d02885a184dc1
2ce406aebbeb460a087eb79e60cc79ec6f2dd904	ba24edfedbf7895009b6f2b3a0c11ce90fc62590
2cffb03d495b412eff89606b6d8c76c2c1931473	653cf55edb1b9d28c1e634df681ea116ad70f73d
2dcfb2d34de0d2a780d5fd66f5bc8087eaffeace	2dcfb2d34de0d2a780d5fd66f5bc8087eaffeace
2deae6ac4fc6e8c4249ffe139ea3570e56efa821	e4d9a6326691fc052e876257f5beb037155a454a
2e0012d852e5c183a55f58cf63413cf98e3f9862	2e0012d852e5c183a55f58cf63413cf98e3f9862
2e2e6691b0df24c8533fb26f0b96fd28a17afbed	2e2e6691b0df24c8533fb26f0b96fd28a17afbed
2e5fe3d0cf9ca269996bf14c96ebd1488a737263	2e5fe3d0cf9ca269996bf14c96ebd1488a737263
2e6fa064106df33177aa088be42babaf821c8a21	2e6fa064106df33177aa088be42babaf821c8a21
2ebea741516df6800232dd143a5f2a8eaf55321f	8de086a84ca13ae686901c7a40242cc34a1c5be1
2ed80cc7ac04fdadd8caea346e2a198fdeaf0250	d52bacde9c1146a6605012fede437e1a970d8a77
2f0bd9cce792fe22e9995fa5f86ee9fc535ddf76	2f0bd9cce792fe22e9995fa5f86ee9fc535ddf76
2f6e7fe4ae2d0ac636dfe4cf65033e0fa675eb84	4155db58ac274f442721f659c320c43497e21d02
2fc05770d1b0528abf3709da66199b708ca17afb	dda1f2c52197c5173c2c6019c1c5e95cbb020b49
2fca2ae7fd6924be97837e2513b54f0abcc5a40b	ed85983b530a58c1672c6af9cf3a2b0330857804
30073192e2462df0ac2e2740aae09f8a0d1b10c0	30073192e2462df0ac2e2740aae09f8a0d1b10c0
31162618bfdfb75a280467ddd6204b3962f5ffab	31162618bfdfb75a280467ddd6204b3962f5ffab
32530093af61c76c76d83bc71488c8ded3c0bd3f	2319596fad90ad893782e4f16e1a66d42feaf04e
32abb43ab263c8677bc2ad3b27c70bd7e8b96e49	32abb43ab263c8677bc2ad3b27c70bd7e8b96e49
32acfbc0bfb6e9a36c5e7cce3497f1fa43cfcd16	32acfbc0bfb6e9a36c5e7cce3497f1fa43cfcd16
32ae2c1acb8e512750abce3890420feb422e3886	32ae2c1acb8e512750abce3890420feb422e3886
32d347de16b0565ebfd262868b5c8d47768f7b30	32d347de16b0565ebfd262868b5c8d47768f7b30
332bc8238cec1007e61c299689d3458e7f334232	10af269f336d6b1e981b4189e3972d76ebf33b81
3511f82fbd1d60950c43db555e77d1068f3475bd	3511f82fbd1d60950c43db555e77d1068f3475bd
35d5aa8ce4175160732a61fb1df15aa7b27af2ad	5862a6fda32e39a6e6925dbb559fa43f2b0d26bf
36573b341dfceb4d42a5837fd03fa274974c43ec	36573b341dfceb4d42a5837fd03fa274974c43ec
36b25356bc01ad0b38e5cf2be82d8af143866c7b	36b25356bc01ad0b38e5cf2be82d8af143866c7b
36e242171c00fd23708c6bf7ecdd2da56686e6e4	36e242171c00fd23708c6bf7ecdd2da56686e6e4
3739540d07e1b03125923e0814acefa982916869	ea05bc8f7e11f86d903aad17af0c277dea8ddea4
37a6de53adc94c91ba3f9fe8de67d2a6dc77d24c	37a6de53adc94c91ba3f9fe8de67d2a6dc77d24c
37b5f3d2efc1fb6a6e96573967bbd1a0590b3729	92c1c98b868e015ea70c4dbadf2482db7c4c27c2
37c4a55abc70fb2b7923f8a72b63b710122037f9	2e4e9950f407e03ced9524978f05de2b9f3c0376
37cd82d309d17376da541b0989de9d41f8b5e767	37cd82d309d17376da541b0989de9d41f8b5e767
383e31d8f25d47e7a373aaa1686058cb7f5cbaa6	752c3393f7b18119cc3330f64ab1d2f58ab755c0
3863aa7b4cc8d9e24e8eb5faed434dc10b25ad4b	748b185da06d10687c1d5c9a0771d051ed3ae0d2
38bcdb5c674bdc1aa2a2420f97f9538d9ba4c09b	38bcdb5c674bdc1aa2a2420f97f9538d9ba4c09b
390a2e13bb93fff08ca1cad084837aa035941dcc	390a2e13bb93fff08ca1cad084837aa035941dcc
3950db1b341c0c05cd6c4b8ba84572ea173f75b3	712cc9fbc5f8a5d83c177afc8c9f83d31c048495
399c356718172412a8c6801f61ea948f994e0c07	d92e826a423679af708f3d1c04182cf6fbcdb729
39b319f74401b7d72f4f3607d86ad8a8bb5be772	eb25278339a91ff79c2776b75a0a82ffc9730a1d
39e10cbb30e7719abed389db41e08c68c03aef54	96d6a0b325e0ce6555c41c336f5bc1f413966791
3a35e9157e70ddb5206ccb63dbfd22f7ba702567	3a35e9157e70ddb5206ccb63dbfd22f7ba702567
3a3c4f54ff7837d539f4046c444e7f24defb647c	3a3c4f54ff7837d539f4046c444e7f24defb647c
3a45c7bd99b5035970b91afc12633fdca6dafc09	12d05f97a37967760b4a365f8f9240d35bae03a3
3aa1e9d89377d9857643a664d050c741b478ed43	be2f88ac074886d45b6ff534e8110c4c1f86140d
3aaa49f9274f34500dc36060e7aa10d9024fbd09	e793aa952539806af5d47c2dd94f2fa43dc800ec
3acc44c31ddafdcef303a90410c2d576d75f6ec6	4c74600a4e1b2589a81d402d6ea3485745f82197
3ae488546af8f3f378c1a0381a558355173ff584	8535e35f2938a5b67c9d30e1781a69f1705ec4ed
3b13447ba32537c8a6b2abfdccdbf676778a4f9c	35f43d82f8a3437fddf81fcc2b82729ae1a3bf94
3b42f222fcee435830100c62e7f341ef8f0b5004	3067baeb85ddf5b7a01f3402e2ed93834c23c2ee
3b45af295f5830c688f719688df1ffe65155ac18	3b45af295f5830c688f719688df1ffe65155ac18
3b49f9899cd14a3645a8a438a21c8bc1e24de44c	3b49f9899cd14a3645a8a438a21c8bc1e24de44c
3b6e758597342a80631b94a3cdc246458231e982	3d129339c04ffd58c7657d5c268f8fcc154a449e
