#qname	txpIDs=...;as=...;bestAS=...;logFragProb=...;errLike=...;logCompat=...;expFmt=...;obsFmt=...;isCompat=...;mateStatus=...;mateFields=...;fwd=...;mateFwd=...;pos=...;matePos=...;primary=...;dropped=...;orphan=...;auxProb=...;fragLen=...;useAuxParams=...;globalFragCount=...;batchReads=...;batchStartCount=...;inDetectionMode=...;
LH00341:87:22K2FJLT3:1:1101:38724:1128	txpIDs=118188,118189,118190,118191,118192,118193,118205;as=0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0;pos=1818,1795,1687,1883,1175,1015,117;matePos=1969,1946,1838,2034,1326,1166,268;primary=0,1,0,0,0,0,0;dropped=0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0;weight=0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857;ec_label=118188,118189,118190,118191,118192,118193,118205;fragLen=152,152,152,152,152,152,152;useAuxParams=0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:46269:1128	txpIDs=53472,53473;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=119,169;matePos=119,169;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=53472,53473;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:47693:1128	txpIDs=26003,26004,26005,26006,26010;as=0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0;errLike=0,0,0,0,0;logCompat=0,0,0,0,0;expFmt=37,37,37,37,37;obsFmt=5,5,5,5,5;isCompat=1,1,1,1,1;mateStatus=3,3,3,3,3;mateFields=1,1,1,1,1;fwd=1,1,1,1,1;mateFwd=0,0,0,0,0;pos=1900,1556,4339,1697,1389;matePos=1901,1557,4340,1698,1390;primary=0,0,0,1,0;dropped=0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0;auxProb=0,0,0,0,0;weight=0.2,0.2,0.2,0.2,0.2;ec_label=26003,26004,26005,26006,26010;fragLen=151,151,151,151,151;useAuxParams=0,0,0,0,0;globalFragCount=0,0,0,0,0;batchReads=0,0,0,0,0;batchStartCount=0,0,0,0,0;inDetectionMode=1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:47767:1128	txpIDs=97673,97674,97675,97676;as=0,0,0,0;bestAS=0;logFragProb=0,0,0,0;errLike=0,0,0,0;logCompat=0,0,0,0;expFmt=37,37,37,37;obsFmt=5,5,5,5;isCompat=1,1,1,1;mateStatus=3,3,3,3;mateFields=1,1,1,1;fwd=1,1,1,1;mateFwd=0,0,0,0;pos=103,276,106,634;matePos=103,276,106,634;primary=0,0,1,0;dropped=0,0,0,0;droppedIncompat=0;orphan=0,0,0,0;auxProb=0,0,0,0;weight=0.25,0.25,0.25,0.25;ec_label=97673,97674,97675,97676;fragLen=151,151,151,151;useAuxParams=0,0,0,0;globalFragCount=0,0,0,0;batchReads=0,0,0,0;batchStartCount=0,0,0,0;inDetectionMode=1,1,1,1
LH00341:87:22K2FJLT3:1:1101:50078:1128	txpIDs=29311,29313,29317,29318,29321;as=0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0;errLike=0,0,0,0,0;logCompat=0,0,0,0,0;expFmt=37,37,37,37,37;obsFmt=5,5,5,5,5;isCompat=1,1,1,1,1;mateStatus=3,3,3,3,3;mateFields=1,1,1,1,1;fwd=1,1,1,1,1;mateFwd=0,0,0,0,0;pos=655,777,802,782,1641;matePos=865,987,1012,992,1851;primary=0,0,0,1,0;dropped=0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0;auxProb=0,0,0,0,0;weight=0.2,0.2,0.2,0.2,0.2;ec_label=29311,29313,29317,29318,29321;fragLen=211,211,211,211,211;useAuxParams=0,0,0,0,0;globalFragCount=0,0,0,0,0;batchReads=0,0,0,0,0;batchStartCount=0,0,0,0,0;inDetectionMode=1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:50226:1128	txpIDs=100373,100375,100378,100381,100387,100388;as=0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0;errLike=0,0,0,0,0,0;logCompat=0,0,0,0,0,0;expFmt=37,37,37,37,37,37;obsFmt=5,5,5,5,5,5;isCompat=1,1,1,1,1,1;mateStatus=3,3,3,3,3,3;mateFields=1,1,1,1,1,1;fwd=1,1,1,1,1,1;mateFwd=0,0,0,0,0,0;pos=1517,1430,4182,1816,978,958;matePos=1522,1435,4187,1821,983,963;primary=0,0,1,0,0,0;dropped=0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0;auxProb=0,0,0,0,0,0;weight=0.166667,0.166667,0.166667,0.166667,0.166667,0.166667;ec_label=100373,100375,100378,100381,100387,100388;fragLen=151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0;batchReads=0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:11772:1144	txpIDs=29119,29120,29121;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=4010,833,2016;matePos=4018,841,2024;primary=0,0,1;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=29119,29120,29121;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:14823:1144	txpIDs=93225,93226,93227;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=301,430,403;matePos=354,483,456;primary=0,0,1;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=93225,93226,93227;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:15100:1144	txpIDs=193145;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=1314;matePos=1314;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=193145;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:15230:1144	txpIDs=80452;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=77;matePos=161;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=80452;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:16635:1144	txpIDs=30415,30416;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=1210,2186;matePos=1210,2186;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=30415,30416;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:16987:1144	txpIDs=45207,45210,45212,45213;as=0,0,0,0;bestAS=0;logFragProb=0,0,0,0;errLike=0,0,0,0;logCompat=0,0,0,0;expFmt=37,37,37,37;obsFmt=5,5,5,5;isCompat=1,1,1,1;mateStatus=3,3,3,3;mateFields=1,1,1,1;fwd=1,1,1,1;mateFwd=0,0,0,0;pos=1058,325,2371,1901;matePos=1058,325,2371,1901;primary=1,0,0,0;dropped=0,0,0,0;droppedIncompat=0;orphan=0,0,0,0;auxProb=0,0,0,0;weight=0.25,0.25,0.25,0.25;ec_label=45207,45210,45212,45213;fragLen=151,151,151,151;useAuxParams=0,0,0,0;globalFragCount=0,0,0,0;batchReads=0,0,0,0;batchStartCount=0,0,0,0;inDetectionMode=1,1,1,1
LH00341:87:22K2FJLT3:1:1101:23755:1144	txpIDs=121790;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=3780;matePos=3789;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=121790;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:24365:1144	txpIDs=168550,168552,168553,168554,168559,168564,168565,168567,168570,168572,168574;as=0,0,0,0,0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0,0,0,0,0;pos=3810,2596,2596,2635,1003,859,746,753,847,488,84;matePos=3841,2627,2627,2666,1034,890,777,784,878,519,115;primary=0,0,0,0,0,1,0,0,0,0,0;dropped=0,0,0,0,0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0,0,0,0,0;weight=0.0909091,0.0909091,0.0909091,0.0909091,0.0909091,0.0909091,0.0909091,0.0909091,0.0909091,0.0909091,0.0909091;ec_label=168550,168552,168553,168554,168559,168564,168565,168567,168570,168572,168574;fragLen=151,151,151,151,151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:25160:1144	txpIDs=190487;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=200;matePos=201;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=190487;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:26880:1144	txpIDs=9868;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=50;matePos=62;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=9868;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:27342:1144	txpIDs=36794,36795,36797,36798,36799,36800,36801,36802,36803;as=0,0,0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0,0,0;pos=946,958,1021,1051,1078,949,1415,1009,744;matePos=1004,1016,1079,1109,1136,1007,1473,1067,802;primary=0,0,0,0,0,0,0,1,0;dropped=0,0,0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0,0,0;weight=0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111;ec_label=36794,36795,36797,36798,36799,36800,36801,36802,36803;fragLen=151,151,151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:30708:1144	txpIDs=24808,24809,24810,24811,24812,24813,24814,24815;as=0,0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0,0;pos=246,723,962,1320,1381,276,77,69;matePos=275,752,991,1349,1410,305,106,98;primary=1,0,0,0,0,0,0,0;dropped=0,0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0,0;weight=0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125;ec_label=24808,24809,24810,24811,24812,24813,24814,24815;fragLen=151,151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:32409:1144	txpIDs=107045,107046,107047,107051;as=0,0,0,0;bestAS=0;logFragProb=0,0,0,0;errLike=0,0,0,0;logCompat=0,0,0,0;expFmt=37,37,37,37;obsFmt=5,5,5,5;isCompat=1,1,1,1;mateStatus=3,3,3,3;mateFields=1,1,1,1;fwd=1,1,1,1;mateFwd=0,0,0,0;pos=1668,1658,1513,1765;matePos=1727,1717,1572,1824;primary=0,0,1,0;dropped=0,0,0,0;droppedIncompat=0;orphan=0,0,0,0;auxProb=0,0,0,0;weight=0.25,0.25,0.25,0.25;ec_label=107045,107046,107047,107051;fragLen=151,151,151,151;useAuxParams=0,0,0,0;globalFragCount=0,0,0,0;batchReads=0,0,0,0;batchStartCount=0,0,0,0;inDetectionMode=1,1,1,1
LH00341:87:22K2FJLT3:1:1101:36366:1144	txpIDs=35847,35863,35866;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=3376,3354,3321;matePos=3376,3354,3321;primary=0,0,1;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=35847,35863,35866;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:44836:1144	txpIDs=196912,196914,196915,196916;as=0,0,0,0;bestAS=0;logFragProb=0,0,0,0;errLike=0,0,0,0;logCompat=0,0,0,0;expFmt=37,37,37,37;obsFmt=5,5,5,5;isCompat=1,1,1,1;mateStatus=3,3,3,3;mateFields=1,1,1,1;fwd=1,1,1,1;mateFwd=0,0,0,0;pos=1176,1764,1767,1649;matePos=1197,1785,1788,1670;primary=0,0,0,1;dropped=0,0,0,0;droppedIncompat=0;orphan=0,0,0,0;auxProb=0,0,0,0;weight=0.25,0.25,0.25,0.25;ec_label=196912,196914,196915,196916;fragLen=151,151,151,151;useAuxParams=0,0,0,0;globalFragCount=0,0,0,0;batchReads=0,0,0,0;batchStartCount=0,0,0,0;inDetectionMode=1,1,1,1
LH00341:87:22K2FJLT3:1:1101:48054:1144	txpIDs=123458,123464,123465;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=13,13,13;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=0,0,0;mateFwd=1,1,1;pos=200,200,200;matePos=200,200,200;primary=0,1,0;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=123458,123464,123465;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:3090:1160	txpIDs=190515,190516,190519,190520;as=0,0,0,0;bestAS=0;logFragProb=0,0,0,0;errLike=0,0,0,0;logCompat=0,0,0,0;expFmt=37,37,37,37;obsFmt=5,5,5,5;isCompat=1,1,1,1;mateStatus=3,3,3,3;mateFields=1,1,1,1;fwd=1,1,1,1;mateFwd=0,0,0,0;pos=309,623,243,244;matePos=331,645,265,266;primary=0,0,1,0;dropped=0,0,0,0;droppedIncompat=0;orphan=0,0,0,0;auxProb=0,0,0,0;weight=0.25,0.25,0.25,0.25;ec_label=190515,190516,190519,190520;fragLen=151,151,151,151;useAuxParams=0,0,0,0;globalFragCount=0,0,0,0;batchReads=0,0,0,0;batchStartCount=0,0,0,0;inDetectionMode=1,1,1,1
LH00341:87:22K2FJLT3:1:1101:10912:1160	txpIDs=28700,28701,28703,28704,28705,28706,28707,28708,28709,28710,28711,28712,28713,28714,28715,28716,28717,28718,28719,28720,28721,28722,28723,28724,28725,28726,28727,28728,28729,28730;as=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;pos=2477,2313,2518,2391,2092,2518,2500,2500,2041,2019,2427,2019,1258,2318,2199,2217,2308,1276,2037,1258,1258,2199,1276,2217,2199,2019,2037,1947,2316,2305;matePos=2562,2398,2603,2476,2177,2603,2585,2585,2126,2104,2512,2104,1343,2403,2284,2302,2393,1361,2122,1343,1343,2284,1361,2302,2284,2104,2122,2032,2401,2390;primary=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0;dropped=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;weight=0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333,0.0333333;ec_label=28700,28701,28703,28704,28705,28706,28707,28708,28709,28710,28711,28712,28713,28714,28715,28716,28717,28718,28719,28720,28721,28722,28723,28724,28725,28726,28727,28728,28729,28730;fragLen=151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:11004:1160	txpIDs=197124,197125,197129,197130;as=0,0,0,0;bestAS=0;logFragProb=0,0,0,0;errLike=0,0,0,0;logCompat=0,0,0,0;expFmt=37,37,37,37;obsFmt=5,5,5,5;isCompat=1,1,1,1;mateStatus=3,3,3,3;mateFields=1,1,1,1;fwd=1,1,1,1;mateFwd=0,0,0,0;pos=348,341,308,1220;matePos=349,342,309,1221;primary=1,0,0,0;dropped=0,0,0,0;droppedIncompat=0;orphan=0,0,0,0;auxProb=0,0,0,0;weight=0.25,0.25,0.25,0.25;ec_label=197124,197125,197129,197130;fragLen=151,151,151,151;useAuxParams=0,0,0,0;globalFragCount=0,0,0,0;batchReads=0,0,0,0;batchStartCount=0,0,0,0;inDetectionMode=1,1,1,1
LH00341:87:22K2FJLT3:1:1101:13778:1160	txpIDs=53472,53473;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=43,93;matePos=102,152;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=53472,53473;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:25262:1160	txpIDs=193146;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=167;matePos=212;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=193146;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:28239:1160	txpIDs=40601,40602,40603;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=3180,3159,3203;matePos=3198,3177,3221;primary=1,0,0;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=40601,40602,40603;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:31401:1160	txpIDs=96244,96251,96253,96255;as=0,0,0,0;bestAS=0;logFragProb=0,0,0,0;errLike=0,0,0,0;logCompat=0,0,0,0;expFmt=37,37,37,37;obsFmt=5,5,5,5;isCompat=1,1,1,1;mateStatus=3,3,3,3;mateFields=1,1,1,1;fwd=1,1,1,1;mateFwd=0,0,0,0;pos=3789,3898,3632,3188;matePos=3789,3898,3632,3188;primary=0,0,1,0;dropped=0,0,0,0;droppedIncompat=0;orphan=0,0,0,0;auxProb=0,0,0,0;weight=0.25,0.25,0.25,0.25;ec_label=96244,96251,96253,96255;fragLen=151,151,151,151;useAuxParams=0,0,0,0;globalFragCount=0,0,0,0;batchReads=0,0,0,0;batchStartCount=0,0,0,0;inDetectionMode=1,1,1,1
LH00341:87:22K2FJLT3:1:1101:32196:1160	txpIDs=135660,135661,135662,135663;as=0,0,0,0;bestAS=0;logFragProb=0,0,0,0;errLike=0,0,0,0;logCompat=0,0,0,0;expFmt=37,37,37,37;obsFmt=5,5,5,5;isCompat=1,1,1,1;mateStatus=3,3,3,3;mateFields=1,1,1,1;fwd=1,1,1,1;mateFwd=0,0,0,0;pos=45,37,30,9;matePos=59,51,44,23;primary=0,0,1,0;dropped=0,0,0,0;droppedIncompat=0;orphan=0,0,0,0;auxProb=0,0,0,0;weight=0.25,0.25,0.25,0.25;ec_label=135660,135661,135662,135663;fragLen=151,151,151,151;useAuxParams=0,0,0,0;globalFragCount=0,0,0,0;batchReads=0,0,0,0;batchStartCount=0,0,0,0;inDetectionMode=1,1,1,1
